NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
2,10061E+11;2023;10;M;1;3;1;1;0;1;;0;;;;;;;;2927408;Salvador;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;D;B;4;E;A;B;C;A;A;B;B;B;B;B;A;A;C;A;A;E;A;B;B
2,10061E+11;2023;4;F;1;3;1;1;1;1;;0;;;;;;;;3303401;Nova Friburgo;33;RJ;1;1;1;1;1222;1191;1201;1212;464.6;555.8;538;616.7;DEDADCBCECEADACDCDCDCCBABABAEDBEDBCEBBAAAEEEA;CECEAAEBBACEABDEABBEABCDCABABCEAEDEDBCDCCDDDA;ABEBCCACABDCCBBBDDDEDCBEECACDDCBBEAAEAEEADDAE;CCEEABCADCABABABEABAEEBDDBAEBDCCCDADDEECADBEC;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;140;200;140;160;120;760;B;B;B;C;4;C;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;3;F;1;3;1;1;1;1;;0;;;;;;;;3100906;Águas Formosas;31;MG;1;1;1;1;1223;1194;1203;1213;492.3;528.3;465.7;391.2;CDBAEEADEDCBBECDBCAAEEDEDBAECBCAECABDCDBBEBED;ABCDBADABDEECEAAAEBDDBEACABAAEADCAEEBEDCEACDE;ACACECABECBEACDBDEADACEAABDEEAEDCADBAEEDBAABC;DBEAEECDCEDBCDABCACDEABAECEBECAADDCBEDBCEBACD;0;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;120;120;80;80;20;420;E;H;D;C;5;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10059E+11;2023;2;M;1;3;1;2;0;2;1;0;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;1;1;1;1;1221;1193;1204;1211;399.7;405.4;396.8;419.6;CBDBECCECDAEBECAAEABCADEADEDBCADEAEEDACBDCAAD;ABCDCDAEDBECBDDDBCAAEEDECEEBBDCDADDBEADECADDC;ECBBCECBBBEAABABEECEDDACDBCDADEBACBCCCDBDBADC;DEADCAACBDBBEADEABCAEBCDAECAEBECDDBBECCDDAECA;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;80;60;60;80;40;320;H;E;F;B;3;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;6;F;1;3;1;1;4;1;;0;;;;;;;;1501402;Belém;15;PA;1;1;1;1;1224;1192;1202;1214;542.4;623.6;565.5;467;CBEAABBEAEBEDBDEAABCACCBDABCECDEAECABBDCBDEED;DAAEDEADCDCDBABEDDEBAAADBBCEDDABECDCECBDAABCD;BCBEACBEEEDAACDAACDAEAAEBEABCBBEDBEAACCBEADAC;BEEAAEDEEDEDBAEABCBDCCABDABDCCBBDDBCEAABAADEA;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;120;120;120;120;120;600;C;D;C;B;2;C;A;B;B;A;A;B;A;B;B;A;A;A;A;A;A;C;A;A;B
2,1006E+11;2023;2;F;1;3;1;3;0;1;;1;;;;;;;;2411205;Santa Cruz;24;RN;1;1;1;1;1223;1194;1203;1213;531.2;580.7;563.7;597.7;CBDECDEBCDEBAAECBADEBDEDEDCDBCBECEBECCADBEBDC;AECACBCACEDCEADBEABADCEEBDDEADABCDCEBADCDAADE;BAACECAEABBDACABCBADACBADBCCEDEDABCBBAEBDECCD;ECDEEACAAEDCCCBDCABDCDBCBADEAECDECDCACBCDABAA;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;120;120;120;120;120;600;C;E;A;A;4;B;A;B;C;B;B;B;A;A;A;B;A;A;B;A;A;D;A;A;B
2,1006E+11;2023;3;F;1;1;1;2;0;2;1;0;4303103;Cachoeirinha;43;RS;3;1;1;4303103;Cachoeirinha;43;RS;1;1;1;1;1221;1193;1204;1211;456.9;542.7;603.3;543.1;EBDDEDECEDAECBBACBABEEDCEBDDCDEECAEDCCBDDACED;ACAEACDADCDAEDECBDDABCBCADECCAADCCBEBDCDCCBDA;AEEACCADDACDDDAAEADBADECCEACCBDAADBBBBBBACAEC;DDCDAAECCBCBCCDACEDBAEDDDEDDDCDCAECBBBEBCABCA;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;140;180;140;120;0;580;E;E;B;B;4;D;A;B;C;B;A;B;A;B;A;B;A;B;C;B;B;D;A;B;B
2,1006E+11;2023;8;F;1;0;1;1;5;1;;0;;;;;;;;2914703;Itaberaba;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;E;A;A;3;A;A;B;C;A;A;B;A;A;A;B;A;A;B;B;A;D;A;B;B
2,10059E+11;2023;13;M;1;0;1;1;17;1;;0;;;;;;;;3106200;Belo Horizonte;31;MG;1;1;1;1;1224;1192;1202;1214;546;606.7;575.4;654.7;CBCDDEBEADBEEEBCDDEBABCDDDDBDABDDEBDBACCBCAEB;DAAADEADBBCBBCBCEBEADEADDECABADCECDAACBDAAECD;EBAECCAEEEDBACCBDCDBCADCAAABEBBECBBCBEEDEDDAC;EEDAADBEEBABAEBEDBBCCBBCCECCCCCCADBBDDDCBEDDB;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;120;40;40;100;20;320;C;C;C;D;1;C;A;B;C;A;A;B;A;B;A;A;A;A;A;A;A;B;A;B;B
2,10061E+11;2023;6;F;1;1;1;1;3;1;;0;;;;;;;;5211206;Itapuranga;52;GO;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;C;C;B;3;D;A;B;D;A;B;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;6;M;1;3;1;1;5;1;;0;;;;;;;;2108504;Pindaré-Mirim;21;MA;1;1;1;1;1221;1193;1204;1211;528.3;546.9;575.4;392.1;DBECDABEADDBBCCEBBADDBACBEBCCBCCBBCBDCEDBABEA;ACECBBDEDCAADAEABCBABCABDDABDDBCBABAECADCCDAD;EBABCAADDCBDCDAACADBCABCCBACCCEAAECBBEBBEDEED;CBACABACBCDCBDBBECDDDACDBDBDDBACBCCBDADEBBACC;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;120;120;120;100;0;460;E;F;B;B;4;D;A;C;D;A;C;B;B;B;B;A;A;A;D;A;B;E;A;B;B
2,1006E+11;2023;3;F;1;1;1;2;0;2;1;0;3538709;Piracicaba;35;SP;2;1;1;3538709;Piracicaba;35;SP;1;1;1;1;1222;1191;1201;1212;393.1;467.5;393;468.2;EACECDCABDCBCEDADCDBAECDEBADCBECABDBECAAEBDBC;BCDEABCDEABCDEABCEDDABCDECBADDBCECAEBCCDABAEA;BCEABBACAEBBBABCDEABCDEDABCDEABCDEABCDEABCDEA;BCDDCDCECABCDABACEDBEDBDADBECDBBACABDECCBEAED;0;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;160;180;160;180;200;880;D;F;B;B;6;D;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;B;A;B;B
2,10059E+11;2023;4;M;1;4;1;1;0;1;;0;;;;;;;;2305407;Icó;23;CE;1;1;1;1;1221;1193;1204;1211;358.3;448.9;414.1;404.4;ECDCDBBAAADACDAAAAEBCECDDCEBBDCECABEABADCECAB;ABDECDABECEBAACDEAAABBCACBCABDDCEAABDCEDDDDBD;AEBCCACDBEBDACDAAECCCAEABBEBABEDADBCCACBBBEBD;DDCEDAEAECABCDDCCEBDDCEDDBEBDECBAEDCDACDCDDAB;1;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;120;120;100;120;60;520;B;B;B;C;5;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;D;A;A;A
2,1006E+11;2023;12;F;1;3;1;1;14;1;;0;;;;;;;;2700300;Arapiraca;27;AL;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;D;A;A;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
2,1006E+11;2023;7;F;2;3;1;1;4;1;;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;B;B;5;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;5;F;1;1;1;1;1;1;;0;;;;;;;;2501500;Bananeiras;25;PB;1;1;1;1;1222;1191;1201;1212;397.2;551.1;520.8;378.3;ECACECAABECBDABDACDBAEDDEBBBBCCDABACDEDACDEAC;CDBACBAEBBCEADDECCDDABCDCBBEBCDEAAAACCACCDBDB;ACEBADEBAEDCEBBBECBCBCBEBDBCBEDBABEAEADCBECAC;BBDACBEBBCAABEBCBEABBDCEBABEDABDADCCDECBDDBCE;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;120;120;80;120;100;540;B;C;A;A;5;B;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10059E+11;2023;12;F;1;3;1;1;14;1;;0;;;;;;;;2903904;Bom Jesus da Lapa;29;BA;0;2;2;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;E;A;A;2;B;A;B;C;A;B;A;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10061E+11;2023;4;F;1;3;1;1;1;1;;0;;;;;;;;3101607;Alfenas;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;B;C;2;A;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10061E+11;2023;2;F;1;1;1;2;0;2;1;0;;;;;;;;4305108;Caxias do Sul;43;RS;1;1;1;1;1221;1193;1204;1211;424.6;557.7;563.1;570.3;DCDADDBCDCBEDECBDCDEEEDDADEDBBCAAAEBACBEDCCEB;AAEBBACEDADAAEEDBADABCDAABCBDDDBCCACAEDDECDBD;DBABCCACCADDEDAACADBBBDEBBADCBDDADCBBEBBACAAD;CCCECECDDEDEBDCBCEADAACDBEEDDCCBABCACAEABACCD;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;140;140;120;160;140;700;H;E;C;B;4;D;A;B;C;A;A;B;A;B;A;A;A;B;B;A;A;C;A;B;B
2,1006E+11;2023;13;F;1;3;1;1;17;1;;0;;;;;;;;2211001;Teresina;22;PI;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;D;D;3;B;A;B;D;A;A;B;A;B;A;A;A;A;C;A;A;D;A;B;B
2,10059E+11;2023;5;F;1;1;1;1;2;1;;0;;;;;;;;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;B;B;3;B;A;B;B;A;A;B;B;A;A;A;A;A;B;B;A;C;A;A;B
2,1006E+11;2023;5;F;1;3;1;1;0;1;;0;;;;;;;;2913606;Ilhéus;29;BA;1;1;1;1;1224;1192;1202;1214;540.6;533.1;595.8;544;BACBDDECCDBECBAECEEBECCBEAAABEBADEEDBCCECAEBE;DAAADEADCDADBABECAABAEBAEBCADEACECBADBEDBECAE;BBBEBCBEEEDCACCBACCBCAACAAABCBBEBBCCADCDEACAD;EAEADDDEDCAEBDCABEECBDEDADBACDECBDCAEDBCAEBCB;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;120;160;120;140;100;640;E;D;B;B;4;B;A;B;C;A;A;B;A;B;A;B;A;A;C;A;A;C;A;A;B
2,1006E+11;2023;11;M;1;2;1;1;11;1;;0;;;;;;;;2606002;Garanhuns;26;PE;1;1;1;1;1224;1192;1202;1214;677.9;643.7;669.6;781.5;CDDBABEABDBEEEAAEDEBEDCEDECBABDEBEACCAADDCCBE;DBAE.ECACDEADEBC.DEBAAABAEC.BAACECEAECBDAABCD;BBBDACBEEEDEAEBBACAECAAAACAECBBEDB.CADBDCDDAC;EBDAEDBEBCACBADCECDBEAACCEDCCCACADEBBDAABDADD;0;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;160;200;200;180;160;900;E;C;C;B;4;E;A;B;D;A;B;B;A;A;A;A;A;A;C;A;A;E;B;B;B
2,1006E+11;2023;3;M;1;3;1;2;0;2;1;0;2309458;Ocara;23;CE;2;1;1;2309458;Ocara;23;CE;1;1;1;1;1221;1193;1204;1211;515.8;596.6;483.4;528.3;DBEDBAACBEBCCEEAEBCCDEDAABAECBAABCBEDCBEDABAD;CEDBAADABCDAAEEABCDABCACDBCBADDEBCEEACADACEAE;EBCBCBADAECDEDCCDBBCBDCCCAECCEDAABCCBBEAABACD;BDAAEDDEACDBDDDCBEACACCDCECDEEAEDDBBBEEACDBCC;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;100;100;100;120;40;460;A;C;A;A;3;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;4;F;1;3;1;1;2;1;;0;;;;;;;;5002704;Campo Grande;50;MS;1;1;1;1;1223;1194;1203;1213;661;702.7;598.8;670.4;CBDAEEADCCCEBABCCAABDDADEDCDBBDCBBEACDCDBEAEC;ABCDCBDACDAEACEECABCDBDABBDEBDDBCDCEDADCDAADE;BBACEAABCBBEAACAABDEAEBBECCAADEDADBDDEECCBCBC;EBDDEBCADDDCCCACADBBDDABCDEAAEBEACDEDCBDDEABC;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;160;200;200;200;200;960;E;D;C;B;4;F;A;B;C;B;A;B;B;A;A;A;A;A;B;A;A;E;A;B;B
2,10059E+11;2023;4;M;1;1;1;1;2;1;;0;;;;;;;;3201308;Cariacica;32;ES;1;1;1;1;1221;1193;1204;1211;538.2;484.4;478.9;427.7;ABEBEDCDBCEACBEAEEBCDEDEABCDCEEEBCADECBDAABEA;AABAEDBABCABAAAABCDABCDEEADADDBCBEAADBCDCBADB;ABCBCADECBCACDECBEDBADCCDBACEADBAECCBCDADCADB;BEBABCCCDCECACDACCEBCDBCAADDECDBBDBBCBCDEEDCC;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;1;80;140;120;80;100;520;E;F;C;E;3;C;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;B;B
2,10059E+11;2023;13;F;2;3;1;1;12;1;;0;;;;;;;;5300108;Brasília;53;DF;0;1;1;0;;1191;1201;;;591.8;490.3;;;CDEEBAAEDACEAADEBBDBABCDCCBEBBDCEDAEBCDEEBDDB;BCDBDCACACBCADBCBDDBDCADBEDCECCBBBACDBBCCECAE;;0;;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;;1;100;120;120;120;100;560;H;G;F;D;4;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;A
2,10061E+11;2023;4;F;1;3;1;1;1;1;;0;;;;;;;;4304606;Canoas;43;RS;1;1;1;1;1222;1191;1201;1212;476.2;527.7;465.5;427.6;EEDCBECBAEBBCEBBBDECDBECCEEACCDDABEBECABABDBB;CABBBEACDDDDAAEECADAABEDCDDACADEDAAEBCEDABDEB;CCBBDCBAADBBCDBCDDEDADCEBABDCACBBBBCCACDBECAB;DCDEBBBCECCCABDABADECEADBACDEAADBDCDDECACDCDC;1;CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB;CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB;BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE;DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB;1;80;160;120;80;80;520;H;E;F;B;2;B;A;B;C;A;B;B;B;B;B;B;A;A;B;A;A;C;A;B;B
2,10061E+11;2023;4;F;1;1;1;1;1;1;;0;;;;;;;;3140001;Mariana;31;MG;1;1;1;1;1223;1194;1203;1213;491.7;458.3;409.2;445.5;DDEACEDBCCEBDABAEABDEAEAEADBEDADDAEBCCDCBEACD;ABDBAEBDADECCBBDBAAADCDBDBEACDCCCABECAECDEDAE;CBEDEAACBADEDACDCDABCBDEABEBECABADEBDBACACBEE;EEEACDBBADEDDACEBACACDDADBEBAEAACDEAADCBCDBCA;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;140;180;140;180;120;760;E;E;F;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;A
2,1006E+11;2023;12;M;1;2;1;1;14;1;;0;;;;;;;;5300108;Brasília;53;DF;1;1;1;1;1224;1192;1202;1214;604.2;634.1;596;623.8;ADDDEBDCEDBEBEEACEBEACCEDAA.ABCBEBDEBBABDABAA;DCAADEADCDCEBECCEDEBCEABCECBBCABECDCECBAAABCD;CBCEACBECEBAAABDECCBCBCCAAAEDBBEDBCCADDDCDDEC;EBCADDECEEABAEBDECCEEDDCECDCBC.DADDACCECBCDDD;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;120;180;120;140;120;680;E;E;D;B;6;F;A;B;D;B;A;B;A;B;A;B;A;A;C;A;A;E;A;C;B
2,10059E+11;2023;8;F;1;3;1;1;1;1;;0;;;;;;;;2516508;Taperoá;25;PB;1;1;1;1;1223;1194;1203;1213;426.4;537.6;508.6;558.6;EDBCCECDEEDBCEEEBEDABCCAADDEDBBCDEDCAAADBABBD;ABCECCDBEEDDACBEDBEADBAABBDEBDECCCBEAADCDDDDE;BACCEAADDBBBCCEABAEAEBEDADCDEDEDBBEDDDEDDEBBB;EEDBEABCDDDADCBCCABBACDBCDECCDADCDCDDABBEBDAC;1;CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD;ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE;BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC;EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB;1;140;200;120;120;140;720;B;B;A;A;6;B;A;A;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,1006E+11;2023;3;F;1;1;1;2;0;2;1;0;4125506;São José dos Pinhais;41;PR;2;1;1;4125506;São José dos Pinhais;41;PR;1;1;1;1;1224;1192;1202;1214;526.3;559.6;537.6;433.5;BECBACBBADBEEEEDDCEBCDCCDCBBCACDAECDBACBDDBAC;DDCADECDCDCBBCCEEDEBADBDBCADDDCCDAECECBDAAECD;CBCEACAEBDDEECAADCABDAAEABAEEDCEDBBCCBCDDDCAC;DAABDDDEBEDDBCBBCCCBBDDBECDCDBBEBDCBDBCAADDAC;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;80;180;120;160;160;700;E;E;C;B;4;C;A;C;D;B;B;B;A;B;A;B;A;A;A;A;A;C;A;B;B
2,1006E+11;2023;10;M;1;3;1;1;8;1;;0;;;;;;;;2503704;Cajazeiras;25;PB;1;1;1;1;1224;1192;1202;1214;474.3;600.8;545.9;483.1;ADEBCEDCBDBDAADBDDBDDCCBBABCABCADAEDADDECCBCB;DBAADEABCBEEADBCDDEDACBDEACABDDCECDADCBDAABCD;CBAEACBEAEDACDDCECCDDCCAAAAEABBEDBBC.BEDDCDAC;CDAADEEEBBBCADCEEBACBCDBDDEBDECAAECDACDDBCDDB;1;CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE;DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD;BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC;EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD;1;160;200;200;180;200;940;B;B;A;B;1;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,1006E+11;2023;2;F;1;1;1;3;0;1;;1;;;;;;;;3304904;São Gonçalo;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;F;B;F;3;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;B;D;A;B;B
2,1006E+11;2023;1;M;1;1;1;3;0;1;;1;;;;;;;;4115200;Maringá;41;PR;1;1;1;1;1221;1193;1204;1211;523.1;429.7;378;477.6;DBEADCCCCBCEADEBDABEDCDABCBECDACBDAEDACDBA.EB;.C....EB.CD........A..D..B..CD.......B.D.C...;DBABCBEACDDDBAABEBD...C............BBE...BA..;DCDCEEBAACDCBAEB.E..ADC.....D..D..B...E......;0;DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED;ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE;DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED;BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC;4;0;0;0;0;0;0;E;E;B;B;3;D;A;B;D;A;A;B;B;B;A;B;A;B;B;A;B;D;A;C;B
